spotify_artist_name,spotify_artist_id,spotify_artist_followers,spotify_artist_genres
Paramore,74XFHRwlV6OrjEM0A2NCMF,9557233,"pop punk,emo"
Ne-Yo,21E3waRsmPlU7jZsS13rcj,9966921,
Gesaffelstein,3hteYQFiMFbJY7wS0xDymP,1129052,
Atif Aslam,2oSONSC9zQ4UonDKnLqksx,37491709,"bollywood,hindi pop,desi,sufi,qawwali"
Steve Aoki,77AiFEVeAVj2ORpC85QVJs,3795568,"electro house,edm"
Jason Aldean,3FfvYsEGaIb52QPXhg4DcH,6940850,"country,acoustic country"
Adam Levine,4bYPcJP5jwMhSivRcqie2n,1055062,
1nonly,3ZHU5AKrUmIPnCFfr82QER,1128137,phonk
Marracash,5AZuEF0feCXMkUCwQiQlW7,2840175,italian trap
Dread Mar I,1aw0Cdl1DIrtUrUA6fGbAR,2932423,"spanish-language reggae,reggae"
RADWIMPS,1EowJ1WwkMzkCkRomFhui7,4612254,"anime,j-pop,j-rock"
Cosculluela,00me4Ke1LsvMxt5kydlMyU,6763441,"reggaeton,trap latino,latin hip hop"
Zac Brown Band,6yJCxee7QumYr820xdIsjo,4097742,"country,acoustic country"
Thiaguinho,1vppDmG3i5sXf3DJzrK4T1,4000284,"pagode,samba"
Volbeat,0L5fC7Ogm2YwgqVCRcF1bT,2705932,"rock,metal"
Camila,2gRP1Ezbtj3qrERnd0XasU,5095224,latin pop
Gente De Zona,2cy1zPcrFcXAJTP0APWewL,1718398,"latin,latin dance"
A Day To Remember,4NiJW4q9ichVqL1aUsgGAN,2496787,"metalcore,post-hardcore,pop punk,screamo,emo"
Wale,67nwj3Y5sZQLl72VNUHEYE,4239145,
Gym Class Heroes,4IJczjB0fJ04gs4uvP0Fli,1636228,
Foreigner,6IRouO5mvvfcyxtPDKMYFN,3699196,"aor,classic rock"
Fonseca,53KTldaJ8tHSkYU3nigfwP,3392854,"colombian pop,latin pop"
Caralisa Monteiro,2Yf4MRVpt0rcAd5y5h5ph1,336844,"bollywood,hindi pop,desi"
deadmau5,2CIMQHirSU0MQqyYHq0eOx,2843308,"edm,progressive house,dubstep"
Lorenzo,62zLrboqOTPyozwi721CVy,1418543,french rap
The Ronettes,7CyeXFnOrfC1N6z4naIpgo,419571,christmas
The Kooks,1GLtl8uqKmnyCWxHmw9tL4,2638624,"indie,indie rock"
Cem Adrian,2AWUCT9xtcvkjpFq1ZgpPj,3738511,"arabesk,turkish pop"
Teufelskicker,752p3IcSA76CVOvqoGcFWH,83671,
Lindsey Stirling,378dH6EszOLFShpRzAQkVM,2404196,
Westside Gunn,0ABk515kENDyATUdpCKVfW,787588,"boom bap,alternative hip hop,jazz rap"
Kollegah,6gto7HVNhu4ARE3P3g8Y5Y,1416646,german hip hop
Shweta Mohan,1rdQOMFFtoskDXXUVjiGo9,2859440,"tamil pop,kollywood,malayalam pop,mollywood,tollywood,telugu pop"
Janelle Monáe,6ueGR6SWhUJfvEhqkvMsVs,1497590,alternative r&b
Klaas,25sJFKMqDENdsTF7zRXoif,138682,slap house
Yelawolf,68DWke2VjdDmA75aJX5C57,2345164,"country hip hop,southern hip hop"
Far East Movement,698hF4vcwHwPy8ltmXermq,1105694,
Mc Lipi,0cjkWe9VXcECGiOEHFuTfc,1641315,"funk consciente,funk,brazilian funk,trap funk"
Bootie Brown,6GI3CJjT2bOnMfprCpjT1d,14299,
Luvli,6dqohi36avY0M9urnyhITr,17035,
Brandi Carlile,2sG4zTOLvjKG1PSoOyf5Ej,904474,"folk,americana"
Vierra,1WX2v0BiEW19Vw7xmznLdZ,2209426,indonesian pop
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,121319506,soft pop
Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,26212215,
Wiz Khalifa,137W8MRPWKqSmrBGDBFSop,12015303,rap
Calvin Harris,7CajNmpbOovFoOoasH2HaY,23099141,edm
Taylor Swift,06HL4z0CvFAxyc27GXpf02,140410485,
Future,1RyvyyTE3xzB2ZywiAwp0i,21954579,rap
Anirudh Ravichander,4zCH9qm4R2DADamUHMCa6O,40866621,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop"
Banda MS de Sergio Lizárraga,2C6i0I5RiGzDKN9IAF8reh,18929240,"banda,norteño,grupera,música mexicana,corrido"
The Smiths,3yY2gUcIsjMr8hjo51PoJ8,7426842,"new wave,madchester,jangle pop"
French Montana,6vXTefBL93Dj5IqAWq6OTv,5751501,
Tainy,0GM7qgcRCORpGnfcN2tCiB,2966140,reggaeton
Neha Kakkar,5f4QpKfy7ptCHwTqspnSJI,48564313,"bollywood,hindi pop,desi,desi pop,gujarati garba"
Beach House,56ZTgzPBDge0OvCGgMO3OY,2696081,dream pop
Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD,7717686,
Luke Bryan,0BvkDsjIUla7X0k6CSWh1I,9297839,"country,acoustic country"
Amitabh Bhattacharya,2fMqTqiTxUDlmcOEPaQSsx,3572668,"bollywood,hindi pop,desi"
Cage The Elephant,26T3LtbuGT1Fu9m0eRq5X3,4210020,
Jesse & Joy,1mX1TWKpNxDSAH16LgDfiR,9669704,latin pop
Canserbero,1wGIhYkKWSq4yACtTkCkSX,15573059,"latin hip hop,rap"
Cuco,2Tglaf8nvDzwSQnpSrjLHP,3236571,bedroom pop
Passenger,0gadJ2b9A4SKsB1RFkBb66,3703345,folk pop
Orelsan,4FpJcNgOvIpSBeJgRg3OfN,2537990,french rap
Jon Z,5bWUlnPx9OYKsLiUJrhCA1,6878548,"trap latino,trap,dembow"
Eric Church,2IvkS5MXK0vPGnwyJsrEyV,4093610,"country,acoustic country"
Jay Rock,28ExwzUQsvgJooOI0X1mr3,1604457,
All Time Low,46gyXjRIvN1NL1eCB8GBxo,3146420,"pop punk,emo,punk"
Mithoon,09UmIX92EUH9hAK4bxvHx6,10641530,"bollywood,hindi pop,desi"
Taio Cruz,6MF9fzBmfXghAz953czmBC,2346047,
Cali Y El Dandee,5DUlefCLzVRzNWaNURTFpK,4063200,"colombian pop,pop urbano"
La Maquinaria Norteña,7uGhSk7fVURjDaiXW1FSbL,646662,"norteño-sax,norteño,cumbia norteña,música mexicana,banda"
Coez,5dXlc7MnpaTeUIsHLVe3n4,2269828,indie
Lily Allen,13saZpZnCDWOI9D4IJhp1f,2161898,
Freddie Gibbs,0Y4inQK6OespitzD6ijMwb,1418736,alternative hip hop
Leona Lewis,5lKZWd6HiSCLfnDGrq9RAm,3743095,
El Komander,2wC90WSKQd0BvdxJZ0mObr,4465728,"corrido,banda,norteño,corridos bélicos"
Prashant Katheriya,1wmoF73GhlylxwAbn9YGYr,92264,
Paolo Nutini,7x5rK9BClDQ8wmCkYAGsQp,1524725,
W&W,2rTo8KIkBTFjQS7VvaKYQ4,927158,"big room,edm"
Chris Young,4BYxqVkZyFjtik7crYLg5Q,2886638,"country,acoustic country"
Código FN,4A4qYy2jK9DDN1OHV0nLkH,1442999,"corrido,corridos bélicos,electro corridos,corridos tumbados,norteño,banda,dembow belico,sad sierreño,sierreño"
Neeraj Shridhar,3tHD07u1ON4uHxmnT9rwqZ,2938056,"bollywood,desi,hindi pop"
Peter Fox,6rqlONGmPuP2wJVSfliLBI,1083581,german pop
India Martinez,6FOpWOxsjQxKEbLiJpU1xV,1049368,"flamenco,flamenco pop"
Nipsey Hussle,0EeQBlQJFiAfJeVN2vT9s0,3558656,west coast hip hop
MIKA,5MmVJVhhYKQ86izuGHzJYA,1430740,
The Temper Trap,4W48hZAnAHVOC2c8WH8pcq,754592,
Maneva,1OFP2fSFWTfJ80rzUo5AGb,1808271,"reggae,brazilian pop,mpb,roots reggae"
Helene Fischer,7MzHPIXAqIOCnvK0sVY72W,2159309,"schlager,schlagerparty,german pop"
DJ Drama,5oNgAs7j5XcBMzWv3HAnHG,1424274,southern hip hop
Angus & Julia Stone,4tvKz56Tr39bkhcQUTO0Xr,1321484,
Bear McCreary,2ifvIECHAlEgPMBuBOJ0lG,233845,"soundtrack,celtic"
Brooke Ligertwood,7iETGaxJ4crz3qaljDPCKC,206913,"worship,christian,pop worship,gospel"
The Wombats,0Ya43ZKWHTKkAbkoJJkwIB,1105677,indie
BIGBANG,4Kxlr1PRlDKEB0ekOCyHgX,5958607,k-pop
Konshens,3nwYsifpwrKmCIpw4i0HDW,534466,"dancehall,soca,riddim,ragga,reggae,shatta"
Ramirez,3H6CaRooDAoCeRCpYwOXj2,495095,"horrorcore,trap metal"
J. Cole,6l3HvQ5sa6mXTsMTB19rO5,26621682,rap
J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,38603296,"reggaeton,latin"
Katy Perry,6jJ0s89eD6GaHleKKya26X,37646314,pop
OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,18431914,soft pop
Tyga,5LHRHt1k9lMyONurDHEdrp,7219615,
Jorge & Mateus,1elUiq4X7pxej6FRlrEzjM,23208064,"sertanejo,sertanejo universitário,arrocha,agronejo"
Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,12473282,
Big Sean,0c173mlxpT3dSFRgMO8XPh,11480731,
Julión Álvarez y su Norteño Banda,1bfl0AU8SqmLkElptOprhC,10346946,"banda,norteño,grupera,corrido"
Chris Stapleton,4YLtscXsxbVgi031ovDDdh,8677742,"country,outlaw country"
Five Finger Death Punch,5t28BP42x2axFnqOOMg3CM,6830582,"metal,groove metal,heavy metal,hard rock,rock"
Bon Iver,4LEiUm1SRbFMgfqnQTwUbQ,3899134,indie folk
Meek Mill,20sxb77xiYeusSH8cVdatc,8222767,rap
Armaan Malik,4IKVDbCSBTxBeAsMKjAuTs,23323983,"bollywood,hindi pop,kannada pop,tollywood,telugu pop"
Mother Mother,0e86yPdC41PGRkLp2Q1Bph,4442591,
benny blanco,5CiGnKThu5ctn9pBxv7DGa,1516582,
Carlos Rivera,39yVoqm6sYFvvqF1RciUVf,4916740,latin pop
Gerardo Ortiz,4J13m9IZh03PEhoxAxRhXO,8462075,"banda,corrido,norteño,sierreño,corridos bélicos,música mexicana"
Pierce The Veil,4iJLPqClelZOBCBifm8Fzv,3648259,"emo,screamo,post-hardcore"
Skepta,2p1fiYHYiXz9qi0JJyxBzN,1564934,"grime,uk grime"
TAEYANG,6udveWUgX4vu75FF0DTrXV,1773322,k-pop
ONE OK ROCK,7k73EtZwoPs516ZxE72KsO,5802603,"j-rock,j-pop"
Kacey Musgraves,70kkdajctXSbqSMJbQO424,1590376,
Lee Brice,5Zq7R5qmi58ByYyBQTlNuk,2442472,"country,acoustic country"
Crystal Castles,7K3zpFXBvPcvzhj7zlGJdO,3168114,"witch house,electroclash,new rave,alternative dance"
Owl City,07QEuhtrNmmZ0zEcqE9SF6,2498003,
Motionless In White,6MwPCCR936cYfM1dLsGVnl,1934768,"metalcore,metal,screamo"
Fabrizio Paterlini,0jrFMgW018F1XVnLtCXOKi,173445,neoclassical
Sean Kingston,6S0dmVVn4udvppDhZIWxCr,3689836,
Lucenzo,5bv5RplEOwdCvhq0EILh9E,163265,reggaeton
Hamza,5gs4Sm2WQUkcGeikMcVHbh,1662233,"french rap,pop urbaine,french r&b"
Lykke Li,6oBm8HB0yfrIc9IHbxs6in,1943538,
Pedro Capó,4QVBYiagIaa6ZGSPMbybpy,1714418,"latin pop,latin"
Mike Perry,6lB8vOoI4DRrrVxXwuV19c,1413518,tropical house
Money Man,3Rx4PJ7SP6unkOk5elPUK7,779881,
Colbie Caillat,6aZyMrc4doVtZyKNilOmwu,2544232,
Zac Efron,6U1dBXJhC8gXFjamvFTmHg,925606,musicals
María José,1dJyh390MvfYPuNbhnbSDs,3244631,latin pop
TAEYEON,3qNVuliS40BLgXGxhdBdqu,3105718,"k-pop,k-ballad"
Peter Groeger,5zKi7YSU881kIGJEt8bWm9,2777,
Sherlock Holmes,2YlvvdXUqRjiXmeL2GRuZ9,104167,
Soundgarden,5xUf6j4upBrXZPg6AI4MRK,4949781,"grunge,post-grunge,hard rock"
Flowdan,07CimrZi5vs9iEao47TNQ4,121296,"drum and bass,grime"
DJ Alex,7ygNQCdpQWW7iSWAxDhvhI,803008,"rkt,turreo,cumbia"
Girls' Generation,0Sadg1vgvaPqGTOjxu0N6c,2784214,k-pop
Sam Smith,2wY79sveU1sp5g7SokKOiI,25946721,soft pop
Adele,4dpARuHxo51G3z768sgnrY,65089779,soft pop
"Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,23095875,
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,39882310,"art pop,pop"
Drake,3TVXtAsR1Inumwj472S9r4,100143836,rap
Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,34068958,
Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,52833773,
Frank Ocean,2h93pZq0e7k5yf4dywlkpM,19458172,
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,106046152,pop
Tame Impala,5INjqkS1o8h1imAzPqGZBb,9038968,"neo-psychedelic,indie"
Avicii,1vCWHaC5f2uS3yhpwWbIA6,23475947,edm
Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,7571869,
Demi Lovato,6S2OmqARrzebs0tKUEyXyp,27192727,
Skrillex,5he5w2lnU9x7JFhnwcekXX,7634014,"dubstep,edm,electro,electronic"
R3HAB,6cEuCEZu7PAE9ZSzLLc2oQ,2598675,"slap house,edm"
Bonez MC,1aS5tqEs9ci5P9KD9tZWa6,2379909,german hip hop
Bomba Estéreo,5n9bMYfz9qss2VOW89EVs2,1131943,"latin alternative,electrocumbia"
G-Eazy,02kJSzxNuaWGqwubyUba0Z,6145667,
Kesha,6LqNN22kT3074XbTVUrhzX,8925838,
Charli xcx,25uiPmTg16RbhZWAqwLBy5,5901136,"hyperpop,art pop"
Major Lazer,738wLrAtLtCtFOLvQBXOXp,6289493,moombahton
Florence + The Machine,1moxjboGR7GNWYIMWsRjgG,7127314,baroque pop
Thaman S,2FgHPfRprDaylrSRVf1UlN,9478666,"tollywood,telugu pop,tamil dance,tamil pop,kollywood,kannada pop"
Stromae,5j4HeCoUlzhfWtjAfM1acR,3802148,french pop
The Script,3AQRLZ9PuTAozP28Skbq8V,8692849,
Ryan Lewis,4myTppRgh0rojLxx8RycOp,54310,
Carly Rae Jepsen,6sFIWsNpZYqfjUpaCgueju,5114315,
Tazzy,1LbQ66B9mZIHGhjRu9fvKo,87020,"hypertechno,hardstyle,nightcore"
Mustard,0YinUQ50QDB7ZxSCLyQ40k,1779856,
Amit Trivedi,7HCqGPJcQTyGJ2yqntbuyr,10491960,"bollywood,hindi pop,desi,gujarati garba"
Elevation Worship,3YCKuqpv9nCsIhJ2v8SMix,4792362,"worship,christian,ccm,gospel,pop worship"
Kontra K,4lDiJcOJ2GLCK6p9q5BgfK,2503998,german hip hop
Lin-Manuel Miranda,4aXXDj9aZnlshx7mzj3W1N,824879,musicals
Bo Burnham,2Waw2sSbqvAwK8NwACNjVo,2059568,comedy
RÜFÜS DU SOL,5Pb27ujIyYb33zBqVysBkj,2177604,
Alan Gomez,6oMRQ5H3A2XA5I3RG3leni,1176316,"rkt,turreo"
Kizzy,2NMYOlZHIEsSq7pp5jBjic,148177,"brazilian trap,trap,trap funk,brazilian hip hop"
IU,3HqSLMAZ3g3d5poNaI7GOU,9297720,"k-pop,k-ballad"
White Noise for Babies,4ZfEELHfyKd4odAb6YfDFw,7196,
Empire Of The Sun,67hb7towEyKvt5Z8Bx306c,1917490,
Hollywood Undead,0CEFCo8288kQU7mJi25s6E,2483879,"rap rock,rap metal"
Boyce Avenue,7CQwac16i1W5ej8YpuL3dv,3060478,acoustic pop
Maldy,4IndUOBCZYZg61557iq2A9,153559,reggaeton
Siddhartha,2aqFBHOpM9uIgBpUsdq09x,1501186,"mexican indie,latin indie,latin alternative,rock en español"
Colby O'Donis,7fObcBw9VM3x7ntWKCYl0z,174676,
Last Child,1v1khTmozNfxB2ET1Ep288,13132679,"indonesian pop,pop punk"
Kimbra,6hk7Yq1DU9QcCCrz9uc0Ti,472291,
Gaab,2iK1rsbYstkSVn57M4s8ut,1707424,"pagode,funk"
K.Flay,0pCNk4D3E2xtszsm6hMsWr,637368,
City Girls,37hAfseJWi0G3Scife12Il,2786520,
James Blake,53KwLdlmrlCelAZMaLVZqU,1538282,
Set It Off,06bDwgCHeMAwhgI8il4Y5k,1105243,
accelerate,7IErGg6ZCfFyJJoKGUUBpv,81405,
Brantley Gilbert,5q8HGNo0BjLWaTAhRtbwxa,3027900,"country,country rock,country hip hop,acoustic country"
Enigma Norteño,3441uYrkzgTWwjXLd13R0U,1273824,"corrido,corridos bélicos,norteño,banda,sierreño"
Afgan,4cgBCGxtlfap2g6jveB7du,3338071,"indonesian pop,malay"
Jaani,5gZhfbckaWo89OzDSk3gdT,1187288,"punjabi pop,hindi pop,bhangra,desi,bollywood"
Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,57730723,
Bruno Mars,0du5cEVh5yTK9QJze8zA0C,73424289,
Steve Lacy,57vWImR43h4CaDao012Ofp,6136214,
Playboi Carti,699OTQXzgjhIYAHMy9RyPD,14525886,rage rap
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,83562800,
Carín León,66ihevNkSYNzRAl44dx6jJ,16621850,"banda,norteño,sierreño,corrido,grupera,ranchera,sad sierreño,música mexicana"
Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,25531394,
Alok,0NGAZxHanS9e0iNHpR8f2W,11261766,"brazilian bass,electronic,slap house,electro house"
Chencho Corleone,37230BxxYs9ksS7OkZw3IU,1957158,reggaeton
Quavo,0VRj0yCOv2FXJNP47XQnx5,7894904,
Ty Dolla $ign,7c0XG5cIJTrrAgEC3ULPiq,6901290,trap soul
Burna Boy,3wcj11K77LjEY1PkEazffa,13029595,"afrobeats,afrobeat,afropop,afroswing,dancehall,afropiano"
Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,13097984,
King,5NHm4TU5Twz7owibYxJfFU,9336305,"desi hip hop,hindi hip hop,desi pop,hindi pop,hindi indie"
H.E.R.,3Y7RZ31TRPVadSFVy1o8os,8534074,r&b
Swedish House Mafia,1h6Cn3P4NGzXbaXidqURXs,3915157,edm
Filipe Ret,7gJN8W0589FisSYJS17K54,8673107,"brazilian hip hop,brazilian trap,trap,trap funk"
Die drei !!!,2Jc4AEeBTE47KwuKgYOtcL,352320,
Chief Keef,15iVAtD3s3FsQR4w1v6M0P,5693097,"chicago drill,drill"
Luan Santana,3qvcCP2J0fWi0m0uQDUf6r,9489267,"sertanejo,sertanejo universitário,arrocha"
Jeremih,3KV3p5EY4AvKxOlhGHORLg,7101353,
MARINA,6CwfuxIqcltXDGjfZsMd9A,6051060,
La Santa Grifa,1oH2B8tcHn4Gpl2bmmyd4A,8711164,"mexican hip hop,latin hip hop,sad sierreño"
Kevin Gates,1gPhS1zisyXr5dHTYZyiMe,6632788,
Cody Johnson,6zLBxLdl60ekBLpawtT63I,1827250,"texas country,country,red dirt"
SDM,0LKAV3zJ8a8AIGnyc5OvfB,2042736,"french rap,french r&b,pop urbaine"
back number,6rs1KAoQnFalSqSU4LTh8g,5673600,"j-pop,j-rock"
Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,6585366,"folk,indie folk,folk rock"
Timmy Trumpet,0CbeG1224FS58EUx4tPevZ,1277256,"melbourne bounce,big room"
Yo Yo Honey Singh,7uIbLdzzSEqnX0Pkrb56cR,32196042,"bollywood,hindi hip hop,desi,hindi pop,punjabi pop"
Neeti Mohan,3ZxZ03fj3tXBZHZWzvaLSM,5285129,"bollywood,hindi pop,desi"
Mr.Kitty,0pWwt5vGNzezEhfAcc420Y,819727,"witch house,darkwave"
Glee Cast,0SCbttzoZTnLFebDYmAWCm,1533680,christmas
Bradley Cooper,4VIvfOurcf0vuLRxLkGnIG,287584,
Paloma Faith,4fwuXg6XQHfdlOdmw36OHa,1462644,
Popcaan,62DmErcU7dqZbJaDqwsqzR,1320911,"dancehall,soca,afrobeats,reggae,riddim,ragga"
Indila,0FEJqmeLRzsXj8hgcZaAyB,2442641,french pop
Mike Posner,2KsP6tYLJlTBvSUxnwlVWa,1492360,
Clayton & Romário,1tKrZaph4cLsnEdqC5BNEQ,623003,"sertanejo,sertanejo universitário,agronejo,arrocha"
BK,1YOVBTvznjiDvtAj4ExHeo,2102905,"brazilian hip hop,boom bap,brazilian trap"
Jory Boy,5lFhCi03HDneWzvCxGctrT,1986321,"reggaeton,trap latino"
Selena Gomez & The Scene,6dJeKm76NjfXBNTpHmOhfO,10258724,
Two Door Cinema Club,536BYVgOnRky0xjsPT96zl,2534640,"indie,indie rock"
Phantogram,1l9d7B8W0IHy3LqWsxP2SH,931157,
Kid Ink,6KZDXtSj0SzGOV705nNeh3,2982466,
Nakash Aziz,4kq8z3vydHjPDggxb16ErB,414610,"bollywood,tollywood,desi,telugu pop,hindi pop"
Haftbefehl,6ynopZPMBXcIGBI9M02Un5,804527,german hip hop
Murda,2y1VzMKAa5nmfXKtJL9jnj,1197879,"turkish hip hop,turkish pop"
fun.,5nCi3BB41mBaMH9gfr6Su0,3072421,
Mikky Ekko,1buzCmyYZE4kcdLRudsb8V,145372,
Maher Zain,6PUZZX4GCzeFS0GaDWxVwz,6405360,sholawat
Mac Miller,4LLpKhyESsyAXpc4laK94U,11947697,
Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,42786100,"hip hop,west coast hip hop"
BTS,3Nrfpe0tUJi4K4DXYWgMUX,80006598,k-pop
One Direction,4AK6F7OLvEQ5QYCBNiQWHq,39913501,
Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,24878434,"soft pop,pop"
Anitta,7FNnA9vBm6EKceENgCGRMb,13213366,"brazilian pop,funk pop,funk carioca,funk,pagode baiano"
Labrinth,2feDdbD5araYcm6JhFHHw7,3562723,
Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,5398698,
Alfredo Olivas,5xYNmNkaWRqu3e5F4UXME8,10833441,"banda,corrido,norteño,sierreño,corridos bélicos"
Prince Royce,3MHaV05u0io8fQbZ2XPtlC,8535553,"bachata,latin"
El Alfa,2oQX8QiMXOyuqbcZEFsZfm,4065806,"dembow,urbano latino,latin"
Calibre 50,4jogXSSvlyMkODGSZ2wc2P,12732258,"banda,corrido,norteño,música mexicana,sierreño,grupera"
Ghost,1Qp56T7n950O3EGMsSl81D,3660283,"metal,hard rock"
Pablo Alborán,5M9Bb4adKAgrOFOhc05Y50,5492138,latin pop
Julia Michaels,0ZED1XzwlLHW4ZaG4lOT6m,5245341,
Mambo Kingz,2T1aUibqR2QC2sINIDQOAK,585772,"reggaeton,trap latino"
Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,5560451,"country,pop country,acoustic country"
MC Hariel,0pcoadNMmvrUyab1RxWBoV,7660013,"funk consciente,funk,brazilian funk,trap funk"
Cults,3Oim8XBPbznAa8Jj8QzNc8,1192615,
WILLOW,3rWZHrfrsPBxVy692yAIxF,2918397,
Kenshi Yonezu,1snhtMLeb2DYoMOcVbb8iB,7060298,"j-pop,anime,j-rock"
Stormzy,2SrSdSvpminqmStGELCSNd,3132585,"grime,uk grime,uk drill"
Young Dolph,3HiuzBlSW7pGDXlSFMhO2g,3246235,"southern hip hop,trap"
La Adictiva,49EE6lVLgU8sp7dFgPshgM,7331867,"banda,norteño,grupera"
El Fantasma,0my6Pg4I28dVcZLSpAkqhv,6406667,"corrido,banda,norteño,corridos bélicos,sierreño,música mexicana"
Macklemore & Ryan Lewis,5BcAKTbp20cv7tC5VqPFoC,2656944,
Xand Avião,43DRDu6nLSeIedZ7T1A616,3301804,"forró,piseiro,sertanejo,arrocha,sertanejo universitário,brega"
Asees Kaur,1sVmXkzX2ukc6QvasrDBES,4676363,"bollywood,hindi pop,gujarati garba,desi"
Disclosure,6nS5roXSAGhTGr34W6n7Et,2324592,house
Vintage Culture,28uJnu5EsrGml2tBd7y8ts,1967251,"brazilian bass,electronic,electro"
Lord Huron,6ltzsmQQbmdoHHbLZ4ZN25,2059992,
Noah Cyrus,55fhWPvDiMpLnE4ZzNXZyW,1892567,
ScHoolboy Q,5IcR3N7QB1j6KBL8eImZ8m,5017667,
Rita Ora,5CCwRZC6euC8Odo6y9X8jr,8426718,
James Bay,4EzkuveR9pLvDVFNx6foYD,4102772,
Jessie J,2gsggkzM5R49q6jpPvazou,12127050,
Die Kita-Frösche,2yOGWPXuL8wG3F1q5FWmep,29353,children's music
Ufo361,5pVRwX5ZQR7hfJ18w8ZYkl,1993754,"german hip hop,turkish hip hop"
Karsten Glück,5Asmk7uzCjVJN77MLDnvma,24097,children's music
Simone Sommerland,04yr1h3maDSKvM08pgOezF,392195,children's music
C418,4uFZsG1vXrPcvnZ4iSQyrx,1241996,
Foster The People,7gP3bB2nilZXLfPHJhMdvc,4005604,
Purple Disco Machine,2WBJQGf1bT1kxuoqziH5g4,824253,"disco house,nu disco,funky house,house"
Carla Morrison,0XK6kT7xcZAlcYrNjOgzJe,4884196,latin indie
Christina Perri,7H55rcKCfwqkyDFH9wpKM6,4243119,soft pop
Nanpa Básico,1cUpGtXcSQsovNYEZOQgOG,3050646,"mexican hip hop,latin hip hop"
Alex G,6lcwlkAjBPSKnFBZjjZFJs,3328553,
KEVIN ROLDAN,1RBzGO6Nm3uyhUSxP7EDWO,5613528,"reggaeton,trap latino,urbano latino"
Fran C,5NenY2Jl9wwLRxf86go4Y8,130421,"reggaeton chileno,chilean trap,chilean mambo,mambo"
Andy Grammer,2oX42qP5ineK3hrhBECLmj,1323470,
Shouse,2TcGJdSOiOvITBzhvfX8XB,164588,
Rvssian,1fctva4kpRbg2k3v7kwRuS,2723913,trap latino
MAX,1bqxdqvUtPWZri43cKHac8,960225,
Ana Mena,6k8mwkKJKKjBILo7ypBspl,1050197,
Daya,6Dd3NScHWwnW6obMFbl1BH,1805528,
Jacquees,4tMm1dU6Gn04VAZ9ClHcIZ,3416524,"r&b,trap soul"
Bethel Music,26T4yOaOoFJvUvxR87Y9HO,2129546,"worship,christian,pop worship,ccm"
Luchè,3yiEJ9SByXZMXTwaKdVFN4,1539394,"italian trap,canzone napoletana"
Grimes,053q0ukIDRgzwTr4vNSwab,2579344,art pop
Super Simple Songs,7CdGfkCRgPhElnqy3HPJ4a,652935,"children's music,lullaby"
C-Kan,1QhaqxeqF9sipS2gwbEKpu,3649951,"mexican hip hop,latin hip hop,rap"
Jaden,0xOeVMOz2fVg5BJY3N6akT,1946178,
Skylar Grey,4utLUGcTvOJFr6aqIJtYWV,662989,
Léo Santana,7KVJCU4z5L4EUHILL8aMxR,2415136,"pagode baiano,axé,piseiro,pagode,arrocha,brazilian pop,forró,sertanejo"
Shilpi Raj,12HVwm3qt6gOkKhDoj00m4,964707,"bhojpuri pop,bhojiwood"
Rudimental,4WN5naL3ofxrVBgFpguzKo,1405791,
Millonario,2N2aJ1SXQxMkhHD8C6fhYD,2770654,"mexican hip hop,latin hip hop"
Shashaa Tirupati,12CpR4SNDzVIlDoPSeNFeW,611574,"hindi pop,tamil pop,bollywood,kollywood"
Jay Park,4XDi67ZENZcbfKnvMnTYsI,2212155,"k-rap,k-pop"
Brett Eldredge,0qSX3s5pJnAlSsgsCne8Cz,1489195,"country,christmas"
Lana Del Rey,00FQb4jTyendYWaN8pK0wa,49229729,
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,108272918,
Maluma,1r4hJ1h58CWwUQe3MxPuau,37591783,"reggaeton,latin,urbano latino"
Feid,2LRoIwlKmHjgvigdNGBHNo,18027571,"reggaeton,urbano latino"
Anuel AA,2R21vXR83lH98kGeO99Y66,43164560,"reggaeton,trap latino,urbano latino,latin"
Robin Schulz,3t5xRXzsuZmMDkQzgOX35S,3245547,tropical house
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,15758329,
