genre,tracks,views_sum,views_mean,streams_sum,streams_mean,freq_z,views_z,score
hardcore hip hop,83,2120185757.0,25544406.710843373,4227887111.0,51559598.914634146,0.05716509200651945,-0.28080943221282223,-0.07802471768121724
hardcore punk,20,620274331.0,31013716.55,1915008354.0,95750417.7,-0.5928114789847343,-0.40003347474104495,-0.5157002772872585
hardcore techno,10,461543148.0,46154314.8,624159329.0,62415932.9,-0.6959823632690603,-0.41265060198236186,-0.5826496587543809
hardstyle,20,26539217.0,1396800.894736842,151645292.0,7582264.6,-0.5928114789847343,-0.4472279285301017,-0.5345780588028812
heavy metal,129,8003034936.0,62039030.511627905,11652778016.0,102217351.01754385,0.531751159714419,0.18680288711903703,0.3937718506762662
hi-nrg,10,85519685.0,8551968.5,628364358.0,62836435.8,-0.6959823632690603,-0.4425397251447063,-0.5946053080193188
hindi hip hop,51,7368920842.0,144488643.96078432,1553551491.0,34523366.46666667,-0.27298173770332373,0.1363988136515672,-0.10922951716136735
hindi indie,18,865242574.0,54077660.875,671834412.0,37324134.0,-0.6134456558415995,-0.3805615887914969,-0.5202920290215585
hindi pop,576,76369985065.0,137851958.60108304,19343046019.0,33757497.41535777,5.1434896872237905,5.621113225991527,5.334539102730885
hip hop,262,25153449704.0,96005533.22137405,49999482173.0,193048193.7181467,1.9039239206959546,1.5500445720828342,1.7623721812507065
hiplife,8,466130385.0,58266298.125,203074676.0,25384334.5,-0.7166165401259255,-0.41228597449190163,-0.5948843138723159
honky tonk,30,859042182.0,28634739.4,1996839585.0,68856537.4137931,-0.48964059470040827,-0.38105444176046926,-0.44620613352443267
horror punk,20,102729468.0,5136473.4,426005417.0,21300270.85,-0.5928114789847343,-0.4411717644340093,-0.5321555931644444
horrorcore,94,1976719971.0,21028935.86170213,6744988873.0,73315096.44565217,0.17065306471927805,-0.29221315290919947,-0.014493422332112968
house,73,1889059150.0,25877522.602739725,7790380173.0,109723664.40845071,-0.04600579227780654,-0.299181082661448,-0.14727590843126312
huayno,10,81670932.0,8167093.2,143660340.0,14366034.0,-0.6959823632690603,-0.44284565247041263,-0.5947276789496012
hyperpop,8,50644697.0,6330587.125,533886768.0,66735846.0,-0.7166165401259255,-0.445311846871635,-0.6080946628242093
hypertechno,10,25396406.0,2821822.888888889,40785278.0,4078527.8,-0.6959823632690603,-0.4473187675922649,-0.5965169249983422
hyphy,29,841302945.0,29010446.379310343,860604240.0,29676008.275862068,-0.4999576831288409,-0.38246448738706096,-0.45296040483212896
idm,10,31694827.0,3169482.7,385065807.0,38506580.7,-0.6959823632690603,-0.44681812255406606,-0.5963166669830626
indian indie,8,75070202.0,12511700.333333334,147227431.0,18403428.875,-0.7166165401259255,-0.4433703272616008,-0.6073180549801956
indie,110,5190412220.0,47185565.63636363,22269884341.0,204310865.51376146,0.3357264795741996,-0.03676514796320883,0.18672982855923623
indie folk,70,2455495992.0,35078514.17142857,10491651524.0,158964417.03030303,-0.07695705756310434,-0.25415649722958783,-0.14783683342969775
indie pop,10,53567101.0,5356710.1,409915122.0,40991512.2,-0.6959823632690603,-0.44507955260895987,-0.5956212390050202
indie rock,100,2595076901.0,25950769.01,11313242616.0,114275177.93939394,0.23255559528987363,-0.24306157526134622,0.04230872706938568
indonesian indie,30,789361512.0,26312050.4,1902917060.0,63430568.666666664,-0.48964059470040827,-0.38659317626136575,-0.4484216273247913
indonesian pop,90,2034808795.0,25435109.9375,3512853540.0,39031706.0,0.12938471100554763,-0.2875958239770106,-0.037407502987475666
indorock,20,504404636.0,25220231.8,667165703.0,33358285.15,-0.5928114789847343,-0.40924365422561154,-0.5193843490810852
industrial,30,2300622844.0,76687428.13333334,3324827177.0,114649213.0,-0.48964059470040827,-0.2664669593432565,-0.4003711405575475
industrial metal,40,2627180573.0,65679514.325,3921943160.0,100562645.12820514,-0.3864697104160823,-0.24050973820650928,-0.32808572153225307
industrial rock,40,2627180573.0,65679514.325,3921943160.0,100562645.12820514,-0.3864697104160823,-0.24050973820650928,-0.32808572153225307
italian singer-songwriter,30,738225730.0,24607524.333333332,932025278.0,32138802.689655174,-0.48964059470040827,-0.3906578260414801,-0.45004748723683696
italian trap,129,1873605393.0,14524072.813953489,4434788092.0,34646781.96875,0.531751159714419,-0.30040946145092245,0.1988869112482824
italo dance,82,4396719749.0,53618533.52439024,5760351381.0,74809758.19480519,0.046848003578086855,-0.09985368991077462,-0.011832673817457739
italo disco,10,2430398896.0,243039889.6,578775441.0,57877544.1,-0.6959823632690603,-0.2561513998544838,-0.5200499779032297
j-pop,150,9050105932.0,61565346.47619048,7855148204.0,52367654.693333335,0.7484100167115035,0.2700318263705289,0.5570587405751136
j-r&b,10,316615758.0,31661575.8,250164134.0,25016413.4,-0.6959823632690603,-0.42417050176400695,-0.587257618667039
j-rock,110,7508448782.0,69522673.9074074,5677199494.0,51610904.49090909,0.3357264795741996,0.14748952525231696,0.26043169784544656
jam band,29,171749878.0,5922409.586206896,1706347667.0,58839574.72413793,-0.4999576831288409,-0.4356855122763733,-0.4742488147878539
jangle pop,20,1639489026.0,81974451.3,3828806840.0,191440342.0,-0.5928114789847343,-0.31901876011477637,-0.4832943914367511
japanese classical,10,31166796.0,3116679.6,219062028.0,21906202.8,-0.6959823632690603,-0.44686009435940666,-0.5963334557051989
japanese indie,20,337167494.0,16858374.7,596031413.0,29801570.65,-0.5928114789847343,-0.42253689793619476,-0.5247016465653185
japanese vgm,10,9805194.0,980519.4,35199678.0,3519967.8,-0.6959823632690603,-0.4485580723207526,-0.5970126468897372
jazz,102,731999255.0,7176463.284313725,7845909750.0,77682274.75247525,0.2531897721467388,-0.39115275228001184,-0.004547237623961448
jazz blues,76,739647116.0,9732198.894736841,7026977781.0,92460233.96052632,-0.015054526992508742,-0.39054484378001086,-0.1652506537075096
jazz funk,10,62026808.0,6202680.8,426219829.0,42621982.9,-0.6959823632690603,-0.44440711259039556,-0.5953522629975945
jazz fusion,10,37222502.0,3722250.2,88251507.0,8825150.7,-0.6959823632690603,-0.4463787421027552,-0.5961409148025383
jazz rap,32,185312207.0,5791006.46875,1414367412.0,44198981.625,-0.4690064178435431,-0.43460747815952555,-0.45524684196993603
k-ballad,20,1741594125.0,87079706.25,1544285992.0,77214299.6,-0.5928114789847343,-0.3109026924227069,-0.48004796435992336
k-pop,268,45783916400.0,171475342.3220974,26852091687.0,110049556.0942623,1.9658264512665502,3.18990649733027,2.4554584696920383
k-rap,29,1180697530.0,40713707.93103448,1289428296.0,44463044.68965517,-0.4999576831288409,-0.35548689808780554,-0.44216936911242677
k-rock,10,98427.0,9842.7,0.0,,-0.6959823632690603,-0.4493296378822643,-0.5973212731143419
kannada pop,89,3843030115.0,45750358.51190476,1609277487.0,18081769.516853932,0.11906762257711505,-0.1438650330655484,0.01389456032004966
kayokyoku,10,291060574.0,29106057.4,228064393.0,22806439.3,-0.6959823632690603,-0.426201816607816,-0.5880701446045626
kollywood,238,12217232698.0,55786450.67579909,4465480337.0,18762522.42436975,1.656313798413572,0.5217784626694757,1.2024996641159333
kompa,9,459328285.0,51036476.11111111,292633782.0,32514864.666666668,-0.7062994516974929,-0.41282665565855153,-0.5889103332819163
kundiman,40,382347958.0,12744931.933333334,2552729062.0,63818226.55,-0.3864697104160823,-0.41894562083275544,-0.39946007458275157
latin,238,104815881798.0,447931118.7948718,73321402767.0,308073120.8697479,1.656313798413572,7.8822032764173615,4.1466695896150885
latin alternative,247,14128852556.0,57434359.98373984,19507525868.0,85559323.98245615,1.7491675942694656,0.673728133361555,1.3189918099063014
latin dance,28,3403845139.0,121565897.82142857,2067039911.0,73822853.96428572,-0.5102747715572735,-0.1787746999623592,-0.3776747429193078
latin folk,40,1235663970.0,31683691.53846154,2919558864.0,72988971.6,-0.3864697104160823,-0.35111775930628325,-0.3723289299721627
latin folklore,20,842778963.0,44356787.526315786,1496785668.0,74839283.4,-0.5928114789847343,-0.3823471625705725,-0.5086257524190696
latin hip hop,135,11415898658.0,85193273.56716418,9928589434.0,73545106.91851851,0.5936536902850146,0.4580825123565586,0.5394252191136322
latin indie,40,3455663384.0,88606753.43589744,3834982985.0,95874574.625,-0.3864697104160823,-0.1746558029804931,-0.30174414744184663
latin jazz,33,80759697.0,2447263.5454545454,1210502587.0,39048470.548387095,-0.4586893294151105,-0.44291808416105116,-0.4523808313134867
latin pop,518,78967939152.0,155755304.04733726,57785597540.0,113751176.25984251,4.5450985583747,5.827617812319586,5.0581062599526545
latin rock,306,14324222478.0,46964663.86229508,21559062945.0,75381338.96853147,2.357875811546989,0.6892575782911009,1.6904285182446337
liquid funk,10,83330849.0,8333084.9,252647161.0,25264716.1,-0.6959823632690603,-0.4427137100026303,-0.5946749019624883
lo-fi,38,288439557.0,7590514.657894737,1352447504.0,35590723.78947368,-0.4071038872729475,-0.4264101544048741,-0.41482639412571815
lo-fi beats,8,8656538.0,1082067.25,178159998.0,22269999.75,-0.7166165401259255,-0.44864937598670274,-0.6094296744702363
lo-fi hip hop,10,8790602.0,879060.2,186864016.0,18686401.6,-0.6959823632690603,-0.4486387195894246,-0.597044905797206
lo-fi indie,10,160626948.0,16062694.8,1804451441.0,180445144.1,-0.6959823632690603,-0.4365696449367231,-0.5922172759361255
lullaby,50,20064172549.0,401283450.98,1272219406.0,25444388.12,-0.28329882613175633,1.1455112206810345,0.28822519259336005
madchester,50,968475435.0,19369508.7,6762256063.0,153687637.79545453,-0.28329882613175633,-0.3723558782429767,-0.3189216469762445
malay,50,880220846.0,22005521.15,1536784311.0,30735686.22,-0.28329882613175633,-0.3793710050630366,-0.32172769770426846
malayalam pop,55,852098978.0,18523890.826086957,564571118.0,10264929.418181818,-0.23171338398959332,-0.38160633891561374,-0.2916705659600015
maluku,10,153307673.0,15330767.3,407124706.0,40712470.6,-0.6959823632690603,-0.43715143499362197,-0.592449991958885
mambo,62,1941025221.0,31306858.403225806,2316524896.0,37363304.77419355,-0.15949376499056514,-0.2950504353768605,-0.21371643314508326
mandopop,40,1603444369.0,41113958.179487176,1410914087.0,35272852.175,-0.3864697104160823,-0.3218838557761539,-0.3606353685601109
marathi pop,58,3738708723.0,67976522.23636363,1182806781.0,20393220.362068966,-0.20076211870429553,-0.15215726810077335,-0.18132017846288664
mariachi,172,15076020662.0,89738218.22619048,15889950297.0,94023374.53846154,0.9753859621370208,0.7490160527637506,0.8848379983877126
medieval,10,15028834.0,1502883.4,216059742.0,21605974.2,-0.6959823632690603,-0.44814285881766397,-0.5968465614885018
melbourne bounce,8,168419131.0,21052391.375,349285409.0,49897915.571428575,-0.7166165401259255,-0.4359502646578108,-0.6043500299386796
melodic bass,14,758144745.0,54153196.071428575,1141826044.0,81559003.14285715,-0.6547140095553299,-0.3890745155537311,-0.5484582119546904
melodic death metal,10,35773857.0,3577385.7,247888124.0,24788812.4,-0.6959823632690603,-0.4464938911109529,-0.5961869744058174
melodic rap,120,10272525769.0,85604381.40833333,39678205766.0,330651714.71666664,0.4388973638585256,0.367198787104003,0.4102179331567165
merengue,140,7062860535.0,50811946.29496403,8647032584.0,63581121.941176474,0.6452391324271776,0.1120708790646025,0.43197183108214754
metal,309,20125206531.0,65130118.22330097,30447451366.0,105354502.99653979,2.388827076832287,1.1503626525319408,1.8934413071121485
metalcore,90,2011233109.0,22347034.544444446,5846630772.0,65692480.584269665,0.12938471100554763,-0.28946979369387044,-0.038157090874219604
mexican hip hop,98,6897086828.0,70378437.02040817,5981644905.0,61037192.908163264,0.21192141843300843,0.09889395998069579,0.16671043505208338
mexican indie,30,2096421623.0,72290400.79310344,2851740281.0,95058009.36666666,-0.48964059470040827,-0.282698381169107,-0.40686370928788773
mexican rock,140,8715484355.0,62701326.29496403,12470177626.0,90363605.98550725,0.6452391324271776,0.24343363101341922,0.4845169318616742
mexican ska,40,1091236294.0,27280907.35,2323392939.0,62794403.75675676,-0.3864697104160823,-0.3625979381269734,-0.3769210015004387
minimalism,10,12003478.0,1200347.8,571742337.0,57174233.7,-0.6959823632690603,-0.4483833364659801,-0.5969427525478282
modern blues,20,479600378.0,23980018.9,1977165239.0,98858261.95,-0.5928114789847343,-0.41121527992257656,-0.5201729993598712
mollywood,55,852098978.0,18523890.826086957,564571118.0,10264929.418181818,-0.23171338398959332,-0.38160633891561374,-0.2916705659600015
moombahton,16,1547429481.0,96714342.5625,2344822103.0,195401841.91666666,-0.6340798326984647,-0.32633633295137987,-0.5109824327996307
moroccan pop,10,1664326150.0,166432615.0,519087912.0,57676434.666666664,-0.6959823632690603,-0.3170445219852945,-0.544407226755554
motown,155,1977898642.0,12760636.4,18399842059.0,124323257.1554054,0.7999954588536666,-0.2921194634292776,0.3631494899404889
mpb,237,6127003074.0,25852333.64556962,9217862271.0,40252673.672489084,1.6459967099851396,0.03768201329792585,1.0026708313102541
murga,49,1734727395.0,35402599.89795918,2529923390.0,58835427.674418606,-0.29361591456018893,-0.31144851085928826,-0.30074895307982863
musicals,57,2737283458.0,48022516.80701754,8088707101.0,149790872.24074075,-0.21107920713272812,-0.2317579473899494,-0.21935070323561665
música mexicana,405,27221561326.0,67884192.8329177,29619128271.0,74419920.27889447,3.379267565961816,1.7144333644477239,2.713333885356179
nederpop,10,200387187.0,20038718.7,382737418.0,38273741.8,-0.6959823632690603,-0.43340920736467925,-0.5909531009073079
neo soul,46,7604495515.0,165315119.89130434,7478534346.0,166189652.13333333,-0.3245671798454867,0.155124029251281,-0.13269069620677962
neo-psychedelic,16,451001257.0,28187578.5625,3539520756.0,221220047.25,-0.6340798326984647,-0.41348854936987106,-0.5458433193670272
neoclassical,49,704800032.0,14383674.122448979,2291965765.0,46774811.530612245,-0.29361591456018893,-0.39331474749084544,-0.33349544773245154
neomelodico,10,45683068.0,4568306.8,105033863.0,10503386.3,-0.6959823632690603,-0.44570623380452395,-0.5958719114832458
neue deutsche welle,19,99319767.0,5227356.157894737,316377112.0,16651426.94736842,-0.6031285674131669,-0.44144279266273384,-0.5384542575129937
new age,10,397482151.0,39748215.1,658949965.0,94135709.28571428,-0.6959823632690603,-0.41774264335116224,-0.5846864753019011
new jack swing,39,2545393923.0,65266510.84615385,2330356084.0,59752720.102564104,-0.3967867988445149,-0.24701074544521331,-0.33687637748479426
new rave,10,76055171.0,7605517.1,582030046.0,58203004.6,-0.6959823632690603,-0.4432920346478442,-0.5949062318205739
new wave,130,7552693911.0,58097645.46923077,11143597736.0,107149978.23076923,0.5420682481428516,0.1510064550190502,0.38564353089333103
new york drill,20,1856574707.0,92828735.35,6624102150.0,331205107.5,-0.5928114789847343,-0.30176318620876613,-0.4763921618743471
nightcore,16,31666785.0,2111119.0,79802734.0,4987670.875,-0.6340798326984647,-0.4468203515394199,-0.5591760402348468
noise music,40,3169472799.0,79236819.975,2540529709.0,63513242.725,-0.3864697104160823,-0.19740434525155984,-0.3108435643502733
norteño,448,29630660285.0,66436458.03811659,30462450585.0,69390548.02961275,3.822902368384418,1.9059263498091896,3.0561119609543264
norteño-sax,29,881689553.0,30403088.03448276,915996124.0,32714147.285714287,-0.4999576831288409,-0.3792542613788469,-0.4516763144288433
northern soul,27,348416487.0,12904314.333333334,3181410461.0,117830017.07407407,-0.5205918599857061,-0.4216427448571638,-0.4810122139342892
norwegian pop,9,692357730.0,76928636.66666667,790285956.0,131714326.0,-0.7062994516974929,-0.394303753586194,-0.5815011724529733
nova mpb,19,321564048.0,16924423.57894737,792953851.0,44052991.722222224,-0.6031285674131669,-0.4237771751133958,-0.5313880104932585
nu disco,9,216335494.0,24037277.111111112,705542882.0,88192860.25,-0.7062994516974929,-0.4321415180871251,-0.5966362782533458
nu jazz,20,317428060.0,15871403.0,892088214.0,46952011.2631579,-0.5928114789847343,-0.42410593399919433,-0.5253292609905184
nu metal,189,19706065592.0,104264897.31216931,29652712661.0,159423186.34946236,1.150776465420375,1.1170462337951885,1.1372843727703004
nueva trova,30,607491523.0,21696125.82142857,1044947738.0,34831591.266666666,-0.48964059470040827,-0.40104954676916893,-0.45420417552791253
old school hip hop,249,15481335582.0,62174038.48192771,28976837421.0,117792022.03658536,1.7698017711263307,0.78123347735413,1.3743744536174505
opera,100,1460697708.0,15058739.25773196,2244204785.0,22900048.826530613,0.23255559528987363,-0.33323041510413504,0.006241191132270146
opm,50,479338384.0,11983459.6,2957116958.0,59142339.16,-0.28329882613175633,-0.4112361051414906,-0.33447373773565003
orchestra,110,258498921.0,2393508.527777778,1639654106.0,15042698.220183486,0.3357264795741996,-0.42879005737641535,0.029919864793953616
outlaw country,65,2412205066.0,37110847.16923077,6718345044.0,104974141.3125,-0.12854249970526732,-0.25759757989156506,-0.18016453177978642
p-pop,50,479338384.0,11983459.6,2957116958.0,59142339.16,-0.28329882613175633,-0.4112361051414906,-0.33447373773565003
pagode,157,10082960627.0,64634362.993589744,6252046387.0,40077220.429487176,0.8206296357105318,0.3521307489786127,0.6332300810177641
pagode baiano,41,2620033841.0,63903264.414634146,1833597615.0,44721893.048780486,-0.3761526219876497,-0.24107781327090033,-0.32212269850094993
pentecostal,20,365181781.0,18259089.05,408055259.0,20402762.95,-0.5928114789847343,-0.42031011541638097,-0.523810933557393
philly soul,10,208571818.0,20857181.8,721655288.0,72165528.8,-0.6959823632690603,-0.4327586324190479,-0.5906928709290553
phonk,60,599941717.0,9999028.616666667,2931449415.0,48857490.25,-0.18012794184743033,-0.4016496611332713,-0.2687366295617667
pinoy alternative,20,178053140.0,8902657.0,810312350.0,40515617.5,-0.5928114789847343,-0.4351844824397258,-0.529760680366731
pinoy hip hop,10,96990426.0,9699042.6,404387896.0,40438789.6,-0.6959823632690603,-0.4416279458962067,-0.5942405963199189
pinoy indie,30,301285244.0,15064262.2,2146804608.0,71560153.6,-0.48964059470040827,-0.42538908428923633,-0.4639399905359395
pinoy r&b,10,145947621.0,14594762.1,629212221.0,62921222.1,-0.6959823632690603,-0.43773646630776963,-0.5926840044845441
pinoy rock,20,178053140.0,8902657.0,810312350.0,40515617.5,-0.5928114789847343,-0.4351844824397258,-0.529760680366731
piseiro,154,9774903408.0,80122159.08196722,9429387424.0,61229788.46753247,0.789678370425234,0.32764408507131204,0.6048646562836653
pop,66,53193754367.0,805965975.2575758,56003996336.0,848545399.030303,-0.11822541127683474,3.778895167988512,1.440622820429304
pop country,55,4936674907.0,89757725.58181818,10314782488.0,187541499.78181818,-0.23171338398959332,-0.056934064388350435,-0.16180165614909617
pop punk,129,11110862667.0,86130718.34883721,25224689572.0,197067887.28125,0.531751159714419,0.4338359979736336,0.4925850950181048
pop rock,50,1387941430.0,27758828.6,1774668718.0,36217728.93877551,-0.28329882613175633,-0.33901362165360444,-0.30558474434049554
pop urbaine,202,13382732712.0,66580759.76119403,10562646149.0,52550478.35323383,1.2848986149899988,0.614421015307634,1.016707575117053
pop urbano,37,14154450653.0,382552720.3513514,9524903947.0,257429836.4054054,-0.4174209757013801,0.6757628592476752,0.01985255827824206
pop worship,55,2819355429.0,51261007.8,3132721464.0,71198215.0909091,-0.23171338398959332,-0.22523426073001523,-0.22912173468576208
popular colombian music,20,767373967.0,38368698.35,553911730.0,27695586.5,-0.5928114789847343,-0.3883409087972543,-0.5110232509097423
post-grunge,190,13941861972.0,73378220.90526316,26681406479.0,144223818.8054054,1.1610935538488076,0.6588647401286314,0.9602020283607371
post-hardcore,30,1281730437.0,42724347.9,3555979775.0,118532659.16666667,-0.48964059470040827,-0.34745605613799696,-0.4327667792754437
post-punk,50,1265350172.0,25307003.44,2815491119.0,78208086.6388889,-0.28329882613175633,-0.34875808062899755,-0.3094825279306528
power metal,20,618932139.0,30946606.95,984744150.0,54708008.333333336,-0.5928114789847343,-0.4001401620782538,-0.5157429522221422
power pop,10,217099853.0,21709985.3,801055106.0,80105510.6,-0.6959823632690603,-0.4320807611861887,-0.5904217224359116
progressive house,28,2431029837.0,86822494.17857143,4274201642.0,158303764.5185185,-0.5102747715572735,-0.2561012480019725,-0.40860536213515314
progressive metal,20,363316569.0,18165828.45,973855290.0,48692764.5,-0.5928114789847343,-0.4204583762476256,-0.5238702378898908
progressive rock,60,1087457167.0,18124286.116666667,4361326189.0,106373809.48780487,-0.18012794184743033,-0.36289833106375446,-0.25323609753396
progressive trance,9,965381628.0,107264625.33333333,1079029309.0,119892145.44444445,-0.7062994516974929,-0.37260179688253653,-0.5728203897715103
proto-punk,60,655878285.0,10931304.75,3642129675.0,60702161.25,-0.18012794184743033,-0.39720340941032795,-0.2669581288725894
psychedelic rock,70,1151864416.0,16693687.188405797,10628572629.0,174238895.55737704,-0.07695705756310434,-0.3577787670276433,-0.1892857413489199
psychobilly,20,102729468.0,5136473.4,426005417.0,21300270.85,-0.5928114789847343,-0.4411717644340093,-0.5321555931644444
punjabi hip hop,68,5957898341.0,87616152.0735294,2739894505.0,44191846.85483871,-0.09759123441996953,0.024240319655600227,-0.04885861278974162
punjabi pop,106,15602948510.0,147197627.4528302,4103704978.0,41037049.78,0.2944581258604692,0.7909001714325399,0.4930349440892975
punk,140,7606085729.0,54329183.77857143,20960964602.0,149721175.72857141,0.6452391324271776,0.15525043120960902,0.44924365194015015
qawwali,62,7945164953.0,130248605.78688525,1846437120.0,29781243.870967742,-0.15949376499056514,0.18220295328647781,-0.02281507767974794
quiet storm,68,2108199719.0,31002937.04411765,4775266820.0,70224512.05882353,-0.09759123441996953,-0.2817621710742547,-0.1712596090816836
r&b,290,22018831660.0,76189728.92733563,41459215255.0,144457196.01045296,2.192802396692067,1.3008819692055158,1.8360342256974467
rage rap,19,419827229.0,22096169.94736842,3524576727.0,185504038.2631579,-0.6031285674131669,-0.415966491450731,-0.5282637370281926
ragga,39,1536650461.0,39401293.87179487,1439504164.0,36910363.179487176,-0.3967867988445149,-0.3271931291038832,-0.3689493309482622
ranchera,218,16786558479.0,78441862.05140187,16891641815.0,79677555.73113208,1.4499720298449201,0.8849822371030527,1.2239761127481732
rap,221,33777558015.0,154235424.7260274,69594587462.0,317783504.39269406,1.480923295130218,2.2355524215567826,1.7827749457008437
rap metal,138,17259008918.0,125065282.01449275,26547932160.0,193780526.71532845,0.6246049555703124,0.922536088787501,0.7437774088571878
rap rock,78,2882367145.0,36953424.93589743,9445998278.0,121102542.02564102,0.005579649864356456,-0.22022562396791331,-0.08474245966855146
raï,10,1096435652.0,109643565.2,449908655.0,44990865.5,-0.6959823632690603,-0.3621846547366571,-0.562463279856099
red dirt,30,407580266.0,13586008.866666667,2733758111.0,91125270.36666666,-0.48964059470040827,-0.41693997055905907,-0.46056034504386856
reggae,139,9099649397.0,68936737.85606061,12099373830.0,87045854.89208633,0.634922043998745,0.2739699070303368,0.4905411892113817
reggae rock,10,266067986.0,26606798.6,1625940793.0,162594079.3,-0.6959823632690603,-0.4281884121646941,-0.5888647828273138
reggaeton,642,128816734612.0,209458105.0601626,123032725429.0,194980547.4310618,5.824417523500342,9.78996839308229,7.410637871333122
reggaeton chileno,74,2243322038.0,30315162.675675675,3309720634.0,44725954.51351351,-0.03568870384937394,-0.2710216507823798,-0.12982188262257627
reggaeton mexa,10,120356945.0,12035694.5,183089458.0,18308945.8,-0.6959823632690603,-0.43977060231797827,-0.5934976588886275
requiem,46,55821912.0,1240486.9333333333,642297733.0,13962994.195652174,-0.3245671798454867,-0.4449003235705666,-0.37270043733551866
retro pop,10,4467630.0,446763.0,506988314.0,50698831.4,-0.6959823632690603,-0.44898234134511106,-0.5971823544994805
retro soul,10,161994000.0,16199400.0,1320395617.0,132039561.7,-0.6959823632690603,-0.4364609815430313,-0.5921738105786487
riddim,29,462559163.0,15950315.965517242,632050241.0,21794835.896551725,-0.4999576831288409,-0.4125698416031358,-0.4650025465185589
rkt,58,2276781684.0,39254856.62068965,1731540115.0,29854139.913793102,-0.20076211870429553,-0.26836203089514304,-0.22780208358063453
rock,459,65570675759.0,142855502.7429194,110873115733.0,265246688.35645932,3.9363903410971766,4.762704329535814,4.266915936472632
rock and roll,40,4803554463.0,120088861.575,12665865607.0,316646640.175,-0.3864697104160823,-0.06751546086397932,-0.2588880105952411
rock en español,383,17471528932.0,45736986.73298429,26020281575.0,71879230.87016575,3.152291620536299,0.9394287497460252,2.2671464722201895
rockabilly,50,1170187945.0,23403758.9,4771177330.0,95423546.6,-0.28329882613175633,-0.35632227755573553,-0.31250820670134805
roots reggae,60,3778074965.0,71284433.3018868,6682001870.0,111366697.83333333,-0.18012794184743033,-0.1490281483214136,-0.16768802443702363
roots rock,20,186764945.0,9338247.25,1897046344.0,94852317.2,-0.5928114789847343,-0.4344920038094459,-0.5294836889146189
sad sierreño,160,5582763528.0,35111720.30188679,9093864981.0,56836656.13125,0.8515809009958296,-0.005578167038779345,0.508717273781986
salsa,158,13223795682.0,84227997.9745223,10237700201.0,66478572.733766235,0.8309467241389644,0.6017875258258162,0.7392830448137051
samba,168,8091103733.0,48449722.95209581,5901797445.0,35986569.78658537,0.9341176084232904,0.19380324581817623,0.6379918633812447
sandalwood,44,1400142374.0,35003559.35,543934801.0,12362154.568181818,-0.3452013567023519,-0.33804380047541677,-0.3423383342115779
schlager,19,240398724.0,12652564.421052631,484267765.0,25487777.10526316,-0.6031285674131669,-0.4302287947708308,-0.5339686583562324
schlagerparty,10,215270689.0,21527068.9,422695029.0,42269502.9,-0.6959823632690603,-0.43222615665604563,-0.5904798806238545
screamo,40,1432676722.0,35816918.05,3918284889.0,97957122.225,-0.3864697104160823,-0.33545773010996577,-0.3660649182936357
seresta,37,2675389573.0,72307826.2972973,1953175643.0,52788530.89189189,-0.4174209757013801,-0.23667773068485773,-0.34512367769477115
sertanejo,305,14746414722.0,71933730.3512195,19370788926.0,64569296.42,2.3475587231185564,0.7228165372944186,1.6976618487889015
sertanejo tradicional,70,3693042982.0,71020057.34615384,1900952443.0,28802309.742424242,-0.07695705756310434,-0.15578711860573696,-0.10848908198015739
sertanejo universitário,225,10465508453.0,77522284.83703704,16169811565.0,72510365.76233184,1.5221916488439484,0.38253847671873265,1.0663303799938622
shatta,19,586099116.0,30847321.89473684,514867580.0,27098293.684210528,-0.6031285674131669,-0.40274997333952367,-0.5229771297837096
shibuya-kei,10,2903446.0,290344.6,95888322.0,9588832.2,-0.6959823632690603,-0.4491066742467113,-0.5972320876601207
shoegaze,50,1322384055.0,26447681.1,3015615902.0,62825331.291666664,-0.28329882613175633,-0.34422460620212714,-0.30766913815990465
sholawat,10,856817409.0,85681740.9,121473655.0,12147365.5,-0.6959823632690603,-0.38123128315668087,-0.5700819312241086
sierreño,186,11576663298.0,62576558.36756757,13315700854.0,71589789.5376344,1.1198252001350772,0.4708612737848314,0.8602396295949789
singer-songwriter,130,2250117821.0,17579045.4765625,11888591569.0,92159624.56589147,0.5420682481428516,-0.27048147173756426,0.2170483601906852
ska,99,3360484174.0,33944284.58585858,6908447139.0,74284377.83870968,0.22223850686144103,-0.18222134984155333,0.06045456418024328
ska punk,10,266067986.0,26606798.6,1625940793.0,162594079.3,-0.6959823632690603,-0.4281884121646941,-0.5888647828273138
skate punk,40,2939283272.0,73482081.8,7893711559.0,197342788.975,-0.3864697104160823,-0.21570150965798623,-0.31816243011284384
slap house,36,1103483771.0,30652326.972222224,5119717116.0,146277631.8857143,-0.4277380641298127,-0.36162441816212754,-0.4012926057427386
slowcore,20,79159548.0,3957977.4,728595459.0,36429772.95,-0.5928114789847343,-0.44304527582658587,-0.5329049977214749
smooth jazz,40,524687621.0,13117190.525,1597585625.0,39939640.625,-0.3864697104160823,-0.40763141271299885,-0.3949343913348489
soca,39,651455055.0,16703975.76923077,809607863.0,20759175.974358976,-0.3967867988445149,-0.3975550004126303,-0.39709407947176106
soft pop,108,58408472150.0,540819186.574074,64862305736.0,600576904.962963,0.3150923027173344,4.193399467346434,1.8664151685689743
soft rock,189,8695245126.0,48040028.32044199,29595677357.0,159976634.36216217,1.150776465420375,0.2418248675509863,0.7871958262726194
